disposition_ref_number,source,case_ref_number,customer_ref_number,disposition,contact_type,sub_disposition_label,sub_disposition,comment,created_at,promised_amount,followup_datetime,address_ref_number,is_true_visit,location_lat,location_lng
DRN_EERA_0010,FIELD,CR_006_MEERA,CT_MEERA,OS,NC,,,,2025-10-07T19:54:00,0,,ADR_6_00,1.0,28.612972792359766,77.2086506691503
DRN_KRAM_0100,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Auto Disconnect,,2025-10-10T16:54:00,0,,ADR_5_01,,,
DRN_VITA_0003,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2025-10-13T11:30:00,0,,ADR_8_00,,,
DRN_KRAM_0147,TELECALLING,CR_005_VIKRAM,CT_IKRAM,TPC,TPC,Party Contacted,Father,Spoke to family member,2025-10-14T16:49:00,0,,ADR_5_01,,,
DRN_VITA_0081,VOICEBOT,CR_008_KAVITA,CT_AVITA,NC,NC,NC Reason,Auto Disconnect,,2025-10-19T11:01:00,0,,ADR_8_00,,,
DRN_VITA_0006,AUTODIALER,CR_008_KAVITA,CT_AVITA,FPTP,RPC,Payment Mode,Online,,2025-10-19T12:43:00,0,2025-10-28T00:00:00,ADR_8_00,,,
DRN_KRAM_0181,FIELD,CR_005_VIKRAM,CT_IKRAM,NOT_PRESENT,NC,,,,2025-10-21T13:58:00,0,,ADR_5_00,1.0,13.08341511873284,80.27014767266886
DRN_VITA_0008,FIELD,CR_008_KAVITA,CT_AVITA,NOT_PRESENT,NC,,,,2025-10-23T11:09:00,0,,ADR_8_00,1.0,22.57227312852837,88.3631049483139
DRN_KRAM_0092,FIELD,CR_005_VIKRAM,CT_IKRAM,OS,NC,,,,2025-10-26T19:30:00,0,,ADR_5_00,1.0,13.08310208021911,80.26981416135169
DRN_VITA_0040,AUTODIALER,CR_008_KAVITA,CT_AVITA,CB,RPC,,,Will call back,2025-10-27T10:08:00,0,,ADR_8_00,,,
DRN_KRAM_0066,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Auto Disconnect,,2025-10-27T18:14:00,0,,ADR_5_00,,,
DRN_KRAM_0077,TELECALLING,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Auto Disconnect,,2025-10-27T19:14:00,0,,ADR_5_00,,,
DRN_KRAM_0084,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-10-30T09:09:00,0,,ADR_5_00,,,
DRN_VITA_0019,FIELD,CR_008_KAVITA,CT_AVITA,PAID,RPC,,,,2025-11-03T17:05:00,0,,ADR_8_00,1.0,22.572807413082515,88.36403900584584
DRN_VITA_0102,FIELD,CR_008_KAVITA,CT_AVITA,OS,NC,,,,2025-11-05T16:50:00,0,,ADR_8_00,1.0,22.57342432408014,88.3642676609438
DRN_OOJA_0051,AUTODIALER,CR_010_POOJA,CT_POOJA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-11-07T14:41:00,0,,ADR_10_00,,,
DRN_KRAM_0087,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-11-09T13:45:00,0,,ADR_5_01,,,
DRN_VITA_0114,FIELD,CR_008_KAVITA,CT_AVITA,DL,NC,,,,2025-11-12T17:30:00,0,,ADR_8_00,1.0,22.571661357516675,88.36363558931818
DRN_OOJA_0050,AUTODIALER,CR_010_POOJA,CT_POOJA,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2025-11-14T16:34:00,0,,ADR_10_00,,,
DRN_KRAM_0005,FIELD,CR_005_VIKRAM,CT_IKRAM,OS,NC,,,,2025-11-15T09:10:00,0,,ADR_5_00,1.0,13.082101568778098,80.27131488021728
DRN_KRAM_0056,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2025-11-15T14:04:00,0,,ADR_5_01,,,
DRN_KRAM_0163,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,LB,RPC,,,,2025-11-15T14:07:00,0,,ADR_5_01,,,
DRN_EERA_0015,FIELD,CR_006_MEERA,CT_MEERA,BPTP,RPC,,,Previous PTP not honoured,2025-11-17T09:04:00,0,,ADR_6_00,1.0,28.613797658593196,77.20921210566254
DRN_VITA_0054,AUTODIALER,CR_008_KAVITA,CT_AVITA,PTP,RPC,Payment Mode,Casa Debit,"Door was locked, neighbours unaware",2025-11-18T15:34:00,0,2025-11-22T00:00:00,ADR_8_00,,,
DRN_VITA_0103,AUTODIALER,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,No Answer,,2025-11-21T16:08:00,0,,ADR_8_00,,,
DRN_RJUN_0003,AUTODIALER,CR_007_ARJUN,CT_ARJUN,PTP,RPC,Payment Mode,Online,"Spoke briefly, busy",2025-11-23T18:51:00,0,2025-11-30T00:00:00,ADR_7_00,,,
DRN_RJUN_0008,AUTODIALER,CR_007_ARJUN,CT_ARJUN,RNR,NC,RNR Reason,No Answer,,2025-11-28T11:46:00,0,,ADR_7_00,,,
DRN_KRAM_0086,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Number busy,,2025-11-28T12:27:00,0,,ADR_5_00,,,
DRN_VITA_0076,FIELD,CR_008_KAVITA,CT_AVITA,PARTIAL_PAID,RPC,,,Customer paid partial amount,2025-11-28T15:13:00,0,,ADR_8_00,1.0,22.572833598450064,88.3638073933737
DRN_VITA_0094,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-11-30T10:25:00,0,,ADR_8_00,,,
DRN_OOJA_0044,AUTODIALER,CR_010_POOJA,CT_POOJA,RNR,NC,RNR Reason,No Answer,,2025-11-30T16:29:00,0,,ADR_10_00,,,
DRN_KRAM_0149,TELECALLING,CR_005_VIKRAM,CT_IKRAM,LB,RPC,,,,2025-12-02T15:06:00,0,,ADR_5_01,,,
DRN_OOJA_0012,VOICEBOT,CR_010_POOJA,CT_POOJA,RNR,NC,RNR Reason,No Answer,,2025-12-03T17:51:00,0,,ADR_10_00,,,
DRN_VITA_0090,TELECALLING,CR_008_KAVITA,CT_AVITA,HUNG_UP,NC,,,,2025-12-04T17:52:00,0,,ADR_8_00,,,
DRN_KRAM_0041,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,RNR,NC,RNR Reason,No Answer,,2025-12-05T09:25:00,0,,ADR_5_01,,,
DRN_VITA_0030,VOICEBOT,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2025-12-05T14:09:00,0,,ADR_8_00,,,
DRN_VITA_0048,AUTODIALER,CR_008_KAVITA,CT_AVITA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2025-12-08T13:54:00,0,,ADR_8_00,,,
DRN_VITA_0115,TELECALLING,CR_008_KAVITA,CT_AVITA,HUNG_UP,NC,,,,2025-12-11T10:01:00,0,,ADR_8_00,,,
DRN_KRAM_0141,TELECALLING,CR_005_VIKRAM,CT_IKRAM,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2025-12-11T17:40:00,0,,ADR_5_01,,,
DRN_VITA_0106,AUTODIALER,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,No Answer,,2025-12-12T11:41:00,0,,ADR_8_00,,,
DRN_KRAM_0052,FIELD,CR_005_VIKRAM,CT_IKRAM,OS,NC,,,,2025-12-12T13:54:00,0,,ADR_5_00,1.0,13.08221092509488,80.26996827946682
DRN_VITA_0047,AUTODIALER,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2025-12-19T18:39:00,0,,ADR_8_00,,,
DRN_OOJA_0001,TELECALLING,CR_010_POOJA,CT_POOJA,RNR,NC,RNR Reason,No Answer,,2025-12-21T12:21:00,0,,ADR_10_00,,,
DRN_KRAM_0120,FIELD,CR_005_VIKRAM,CT_IKRAM,ANF,NC,,,,2025-12-24T13:48:00,0,,ADR_5_00,1.0,13.082152945187039,80.27006991264827
DRN_VITA_0034,FIELD,CR_008_KAVITA,CT_AVITA,DL,NC,,,,2025-12-26T13:14:00,0,,ADR_8_00,1.0,22.573374603351052,88.36320766288654
DRN_EERA_0007,AUTODIALER,CR_006_MEERA,CT_MEERA,LB,RPC,,,,2025-12-28T09:25:00,0,,ADR_6_00,,,
DRN_KRAM_0001,TELECALLING,CR_005_VIKRAM,CT_IKRAM,TPC,TPC,Party Contacted,Father,Spoke to family member,2025-12-29T09:20:00,0,,ADR_5_00,,,
DRN_NJAY_0003,AUTODIALER,CR_009_SANJAY,CT_ANJAY,RTP,RPC,,,Refused to pay,2025-12-29T15:34:00,0,,ADR_9_00,,,
DRN_KRAM_0072,TELECALLING,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Switch off,,2025-12-30T12:04:00,0,,ADR_5_00,,,
DRN_VITA_0043,AUTODIALER,CR_008_KAVITA,CT_AVITA,WN,NC,,,,2025-12-30T13:24:00,0,,ADR_8_00,,,
DRN_KRAM_0156,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,WN,NC,,,,2025-12-31T10:23:00,0,,ADR_5_01,,,
DRN_RIYA_0181,TELECALLING,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2025-12-31T13:11:00,0,,ADR_2_00,,,
DRN_RIYA_0040,TELECALLING,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2025-12-31T13:51:00,0,,ADR_2_00,,,
DRN_RIYA_0072,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Father,Spoke to family member,2025-12-31T14:21:00,0,,ADR_2_00,,,
DRN_RIYA_0027,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2025-12-31T17:19:00,0,,ADR_2_00,,,
DRN_RIYA_0088,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2025-12-31T19:00:00,0,,ADR_2_00,,,
DRN_AMIT_0193,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-01T09:48:00,0,,ADR_3_00,,,
DRN_AMIT_0134,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-01T11:05:00,0,,ADR_3_00,,,
DRN_RIYA_0024,VOICEBOT,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-01-01T11:16:00,0,,ADR_2_00,,,
DRN_AMIT_0175,TELECALLING,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Switch off,,2026-01-01T12:54:00,0,,ADR_3_00,,,
DRN_OOJA_0048,AUTODIALER,CR_010_POOJA,CT_POOJA,RNR,NC,RNR Reason,Customer Disconnected,,2026-01-01T15:36:00,0,,ADR_10_00,,,
DRN_RIYA_0050,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Online,"Spoke briefly, busy",2026-01-01T15:48:00,0,2026-01-06T00:00:00,ADR_2_00,,,
DRN_OOJA_0049,TELECALLING,CR_010_POOJA,CT_POOJA,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-01-01T17:11:00,0,,ADR_10_00,,,
DRN_RIYA_0077,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Casa Debit,Will pay after salary,2026-01-02T09:16:00,0,2026-01-06T00:00:00,ADR_2_00,,,
DRN_AMIT_0089,AUTODIALER,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Online,Customer not responsive,2026-01-02T15:53:00,0,2026-01-09T00:00:00,ADR_3_00,,,
DRN_AMIT_0052,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-01-02T16:49:00,0,,ADR_3_00,,,
DRN_AMIT_0078,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-01-02T18:53:00,0,,ADR_3_00,,,
DRN_RIYA_0037,TELECALLING,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-01-03T10:01:00,0,,ADR_2_00,,,
DRN_KRAM_0103,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,PTP,RPC,Payment Mode,Casa Debit,"Spoke briefly, busy",2026-01-03T13:26:00,0,2026-01-09T00:00:00,ADR_5_00,,,
DRN_RIYA_0010,FIELD,CR_002_PRIYA,CT_PRIYA,NOT_PRESENT,NC,,,,2026-01-03T16:49:00,0,,ADR_2_00,1.0,19.076047013171173,72.87673740973581
DRN_AMIT_0141,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Switch off,,2026-01-03T19:46:00,0,,ADR_3_00,,,
DRN_RIYA_0007,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-01-04T11:35:00,0,,ADR_2_00,,,
DRN_RIYA_0167,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-01-04T12:31:00,0,,ADR_2_00,,,
DRN_RIYA_0095,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RTP,RPC,,,Refused to pay,2026-01-04T16:49:00,0,,ADR_2_00,,,
DRN_AMIT_0059,FIELD,CR_003_AMIT,CT__AMIT,ANF,NC,,,,2026-01-04T18:14:00,0,,ADR_3_00,1.0,18.519885855708676,73.85647959072107
DRN_RIYA_0048,FIELD,CR_002_PRIYA,CT_PRIYA,ANF,NC,,,,2026-01-05T15:22:00,0,,ADR_2_00,1.0,19.075810838659137,72.87815436553868
DRN_AMIT_0019,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Auto Disconnect,,2026-01-05T17:08:00,0,,ADR_3_00,,,
DRN_AMIT_0100,TELECALLING,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-01-06T10:09:00,0,,ADR_3_00,,,
DRN_RIYA_0102,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-01-06T10:24:00,0,,ADR_2_00,,,
DRN_RIYA_0146,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-01-06T12:46:00,0,,ADR_2_00,,,
DRN_RIYA_0193,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-01-06T16:18:00,0,,ADR_2_00,,,
DRN_RIYA_0195,FIELD,CR_002_PRIYA,CT_PRIYA,ANF,NC,,,,2026-01-06T16:51:00,0,,ADR_2_00,1.0,19.076069114760834,72.87777996238104
DRN_RIYA_0087,FIELD,CR_002_PRIYA,CT_PRIYA,OS,NC,,,,2026-01-06T18:12:00,0,,ADR_2_00,1.0,19.075238433257496,72.87707914636137
DRN_RIYA_0143,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-01-06T19:14:00,0,,ADR_2_00,,,
DRN_AMIT_0132,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-01-08T09:05:00,0,,ADR_3_00,1.0,18.519514896116604,73.8565285437494
DRN_AMIT_0116,VOICEBOT,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-01-08T11:37:00,0,,ADR_3_00,,,
DRN_AMIT_0026,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-01-08T14:27:00,0,,ADR_3_00,,,
DRN_RIYA_0145,FIELD,CR_002_PRIYA,CT_PRIYA,ANF,NC,,,,2026-01-08T16:41:00,0,,ADR_2_00,1.0,19.076158339533674,72.87695211409232
DRN_RIYA_0192,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-01-08T18:27:00,0,,ADR_2_00,,,
DRN_AMIT_0016,TELECALLING,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-08T18:38:00,0,,ADR_3_00,,,
DRN_AMIT_0006,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-08T18:53:00,0,,ADR_3_00,,,
DRN_AMIT_0035,VOICEBOT,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-01-09T12:18:00,0,,ADR_3_00,,,
DRN_AMIT_0017,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-01-10T10:22:00,0,,ADR_3_00,,,
DRN_AMIT_0077,TELECALLING,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Out of Service,,2026-01-10T12:49:00,0,,ADR_3_00,,,
DRN_RIYA_0023,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-01-10T17:26:00,0,,ADR_2_00,,,
DRN_AMIT_0073,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Out of Service,,2026-01-11T18:46:00,0,,ADR_3_00,,,
DRN_AMIT_0200,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Out of Service,,2026-01-12T09:53:00,0,,ADR_3_00,,,
DRN_AMIT_0187,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-01-12T10:12:00,0,,ADR_3_00,,,
DRN_RIYA_0099,VOICEBOT,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-01-12T10:57:00,0,,ADR_2_00,,,
DRN_AMIT_0024,TELECALLING,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,Customer travelling,2026-01-12T15:53:00,0,2026-01-15T00:00:00,ADR_3_00,,,
DRN_KRAM_0116,FIELD,CR_005_VIKRAM,CT_IKRAM,SETTLEMENT_REQUEST,RPC,,,Customer asking for settlement,2026-01-12T19:04:00,0,,ADR_5_01,1.0,13.082070373846882,80.27098047158172
DRN_RIYA_0155,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-01-13T12:33:00,0,,ADR_2_00,,,
DRN_RIYA_0165,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Out of Service,,2026-01-13T13:38:00,0,,ADR_2_00,,,
DRN_AMIT_0198,AUTODIALER,CR_003_AMIT,CT__AMIT,UTP,RPC,UTP Reason,Medical Issue,,2026-01-13T18:25:00,0,,ADR_3_00,,,
DRN_RIYA_0005,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-01-13T19:21:00,0,,ADR_2_00,,,
DRN_AMIT_0055,TELECALLING,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-01-14T11:45:00,0,,ADR_3_00,,,
DRN_AMIT_0164,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-01-14T13:24:00,0,,ADR_3_00,1.0,18.519646068021803,73.85600768881295
DRN_RIYA_0133,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-01-15T10:02:00,0,,ADR_2_00,,,
DRN_EERA_0004,AUTODIALER,CR_006_MEERA,CT_MEERA,RNR,NC,RNR Reason,Customer Disconnected,,2026-01-15T15:55:00,0,,ADR_6_00,,,
DRN_KRAM_0192,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,WN,NC,,,,2026-01-16T10:17:00,0,,ADR_5_00,,,
DRN_VITA_0112,FIELD,CR_008_KAVITA,CT_AVITA,OS,NC,,,,2026-01-16T10:39:00,0,,ADR_8_00,1.0,22.572068189626705,88.36445766889517
DRN_AMIT_0015,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-01-16T16:08:00,0,,ADR_3_00,,,
DRN_RIYA_0109,VOICEBOT,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-01-16T18:48:00,0,,ADR_2_00,,,
DRN_AMIT_0028,VOICEBOT,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-16T19:39:00,0,,ADR_3_00,,,
DRN_KRAM_0130,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Auto Disconnect,,2026-01-17T10:31:00,0,,ADR_5_00,,,
DRN_KRAM_0063,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Not Reachable,,2026-01-17T14:20:00,0,,ADR_5_00,,,
DRN_AMIT_0161,TELECALLING,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-01-17T14:33:00,0,,ADR_3_00,,,
DRN_VITA_0078,AUTODIALER,CR_008_KAVITA,CT_AVITA,DOUBTFUL,RPC,,,Did not give straight answer on payment date,2026-01-17T14:43:00,0,,ADR_8_00,,,
DRN_RIYA_0120,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-01-17T19:50:00,0,,ADR_2_00,,,
DRN_AMIT_0145,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-01-18T13:05:00,0,,ADR_3_00,,,
DRN_AMIT_0188,AUTODIALER,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,Asked for time,2026-01-19T09:59:00,0,2026-01-24T00:00:00,ADR_3_00,,,
DRN_AMIT_0123,TELECALLING,CR_003_AMIT,CT__AMIT,LB,RPC,,,,2026-01-19T11:08:00,0,,ADR_3_00,,,
DRN_AMIT_0194,TELECALLING,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-19T13:38:00,0,,ADR_3_00,,,
DRN_RIYA_0113,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-01-19T16:35:00,0,,ADR_2_00,,,
DRN_VITA_0024,AUTODIALER,CR_008_KAVITA,CT_AVITA,UTP,RPC,UTP Reason,Medical Issue,,2026-01-19T18:30:00,0,,ADR_8_00,,,
DRN_AMIT_0137,TELECALLING,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-21T11:16:00,0,,ADR_3_00,,,
DRN_RIYA_0042,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-01-21T13:41:00,0,,ADR_2_00,,,
DRN_AMIT_0013,AUTODIALER,CR_003_AMIT,CT__AMIT,RTP,RPC,,,Refused to pay,2026-01-21T16:48:00,0,,ADR_3_00,,,
DRN_AMIT_0114,FIELD,CR_003_AMIT,CT__AMIT,NOT_PRESENT,NC,,,,2026-01-22T09:04:00,0,,ADR_3_00,1.0,18.520403549732027,73.85744611757744
DRN_RJUN_0007,FIELD,CR_007_ARJUN,CT_ARJUN,ANF,NC,,,,2026-01-22T11:32:00,0,,ADR_7_00,1.0,17.385695453302574,78.48601226482111
DRN_AMIT_0037,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-01-22T11:43:00,0,,ADR_3_00,,,
DRN_KRAM_0187,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2026-01-22T14:24:00,0,,ADR_5_00,,,
DRN_AMIT_0009,AUTODIALER,CR_003_AMIT,CT__AMIT,RTP,RPC,,,Refused to pay,2026-01-23T10:24:00,0,,ADR_3_00,,,
DRN_RIYA_0191,TELECALLING,CR_002_PRIYA,CT_PRIYA,CB,RPC,,,Will call back,2026-01-23T18:21:00,0,,ADR_2_00,,,
DRN_RJUN_0004,AUTODIALER,CR_007_ARJUN,CT_ARJUN,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-01-23T18:37:00,0,,ADR_7_00,,,
DRN_KRAM_0161,TELECALLING,CR_005_VIKRAM,CT_IKRAM,HUNG_UP,NC,,,,2026-01-24T09:05:00,0,,ADR_5_00,,,
DRN_RIYA_0043,TELECALLING,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Not Reachable,,2026-01-24T13:43:00,0,,ADR_2_00,,,
DRN_AMIT_0109,FIELD,CR_003_AMIT,CT__AMIT,DL,NC,,,,2026-01-24T14:46:00,0,,ADR_3_00,1.0,18.520146028907792,73.8571744987268
DRN_RIYA_0152,TELECALLING,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Not Reachable,,2026-01-24T15:20:00,0,,ADR_2_00,,,
DRN_RIYA_0078,FIELD,CR_002_PRIYA,CT_PRIYA,DL,NC,,,,2026-01-24T16:49:00,0,,ADR_2_00,1.0,19.076652036655453,72.87691452274137
DRN_VITA_0088,AUTODIALER,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,No Answer,,2026-01-25T10:58:00,0,,ADR_8_00,,,
DRN_VITA_0050,AUTODIALER,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,Customer Disconnected,,2026-01-25T14:36:00,0,,ADR_8_00,,,
DRN_AMIT_0192,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-26T10:42:00,0,,ADR_3_00,,,
DRN_AMIT_0093,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-01-26T11:28:00,0,,ADR_3_00,,,
DRN_RIYA_0130,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Auto Disconnect,,2026-01-27T11:09:00,0,,ADR_2_00,,,
DRN_EERA_0011,TELECALLING,CR_006_MEERA,CT_MEERA,LB,RPC,,,,2026-01-27T14:00:00,0,,ADR_6_00,,,
DRN_AMIT_0160,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-01-28T10:40:00,0,,ADR_3_00,,,
DRN_AMIT_0018,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-01-28T18:48:00,0,,ADR_3_00,,,
DRN_RIYA_0100,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-01-28T18:54:00,0,,ADR_2_00,,,
DRN_AMIT_0003,VOICEBOT,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-01-28T18:55:00,0,,ADR_3_00,,,
DRN_RIYA_0187,TELECALLING,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Switch off,,2026-01-29T09:03:00,0,,ADR_2_00,,,
DRN_AMIT_0069,AUTODIALER,CR_003_AMIT,CT__AMIT,CB,RPC,,,Will call back,2026-01-29T10:04:00,0,,ADR_3_00,,,
DRN_AMIT_0184,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-01-29T12:56:00,0,,ADR_3_00,,,
DRN_RIYA_0162,AUTODIALER,CR_002_PRIYA,CT_PRIYA,FPTP,RPC,Payment Mode,Online,,2026-01-29T13:22:00,0,2026-02-28T00:00:00,ADR_2_00,,,
DRN_RIYA_0075,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-01-29T16:01:00,0,,ADR_2_00,,,
DRN_AMIT_0021,FIELD,CR_003_AMIT,CT__AMIT,ANF,NC,,,,2026-01-30T11:02:00,0,,ADR_3_00,1.0,18.520101399532994,73.85588781256254
DRN_RIYA_0183,VOICEBOT,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-01-30T16:49:00,0,,ADR_2_00,,,
DRN_AMIT_0080,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-01-30T17:16:00,0,,ADR_3_00,,,
DRN_AMIT_0189,AUTODIALER,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,Customer travelling,2026-01-30T17:46:00,0,2026-02-05T00:00:00,ADR_3_00,,,
